review,sentiment
"This movie has the look and feel of having been put together in a matter of days-kind of like Plan 9 From Outer Space. In spite of this, it's still a classic-ranking among my favorite Creature Features. *****POSSIBLE SPOILERS AHEAD******* Count Dracula and Larry Talbot; aka Wolfman, arrive at the laboratory of Dr. Edelman seeking a cure for their nocturnal anti-social behavior, such as killing people. In the meantime, kindly Dr. Edelman discovers the body of the Frankenstein Monster. Becoming obsessed with bringing it back to life( a common character trait among scientists, mad or otherwise), he goes against his better judgement, resulting in monster mayhem and madness. One of the final Universal classics of it's time (Abbot and Costello Meet Frankenstein followed 3 years later), it rates a 10 with this reviewer. Onslow Steven steals the show as good doctor gone bad after being infected by the blood of Dracula and becoming a half- werewolf/vampire creature, coming to a tragic end. At 1 hour 7 min. it packs quite a punch. A worthy addition to my video collection.<br /><br />Rating: ***** out of *****",positive
"I seriously can't believe Tim Burton and Timur Bekmambetov, two people I LOVE, signed on to produce this crap. Tim Burton is a brilliant director, but to be honest I've been losing interest in him for a while since his last few movies were either remakes or adaptations. He did produce the brilliant ""Nightmare Before Christmas"", which is one I've watched multiple times, and directed movies like ""Beetlejuice"" and ""Sleepy Hollow"", which are awesome films. Bekmambetov directed 3 films that I LOVE: Night Watch, Day Watch, and Wanted. I've only seen those three of his, but they prove he's an awesome director.<br /><br />Those two people producing one of the many reasons I was excited to see 9. So today I went to go see it at the theatre. I was so excited to finally have seen it. I had waited 7 months for the movie to come out.<br /><br />This movie is the first time I've walked out of a Tim Burton-related movie and said ""I enjoyed almost NONE of that"". I felt heartbroken to even have felt that way. I mean, with him and Bekmambetov at the production helm you'd have expected this movie to be a good watch. Right now I still can't get over how let down I was by this movie. I hadn't even heard of the original short film before seeing it but now, I can successfully say that this movie should have remained a short movie. Hell, Neil Blomkamp made an AWESOME full length remake of Alive in Joburg entitled District 9, what was so hard to get right about 9??? I really wanted to think this movie was awesome. I really did. But no, it failed on so many levels.<br /><br />The plot was extremely confusing and disjointed. I had no idea what was going on, let alone what it was about. Basically it's about a bunch of rag doll robots trying to save the earth. Well, OK, that's what I got from it. But the writing here is extremely poor. The whole film jumps around like a 6 year old with A.D.D. telling a story. There's this big, giant clanky monster robot that 9 awakens, causing destruction and stuff. That's the main villain. However, what else is wrong with this movie is that EVERYTHING COMES OUT OF NOWHERE. There were too many monster robots, most of which have no logical explanation behind them. They have 0 development whatsoever. I mean, that flying pterodactyl like monster just rips out of nowhere, we have no idea where it comes out of and Acker just expects us to know what it is. What was even more retarded was that snake-like creature with the strobing eyes that hypnotize. I dare you to give that description to someone else out loud and expect them not to laugh. All of the 3 people I told about it burst out laughing. Oh and it wraps victims up and sews them inside it. I'M. NOT. KIDDING.<br /><br />The twist in Act III is the most retarded aspect of the whole movie. So basically 9 goes back to the room he woke up in, finds this box with a hologram from the scientist in it for 9, and he tells him that the big scary machine robot was designed to bring robot life to earth, but then evil humans use it for war, and it was supposed to help protect the earth, but then the scientist gave his life to 9 so that it could help protect the world with it. And HE ONLY MENTIONS GIVING HIS LIFE TO 9. But what about the other robots? WHO GAVE THEIR LIVES TO THEM???????? This is the perfect example of poor, rushed writing. There's only one of the life taking device thingy that exists so how did the other 8 get life given to them??????? The characters are not likable at all either. They risk their lives for no reason at all. The only good character is 7. 6 annoyed me with his ""GO BACK TO THE SOURCE!!!!!!"" ramblings, 1 is an overpowering idiot, 2 we don't know ANYTHING about, 5 kept annoying me with his ""Are you sure..."" or ""Can I stay here instead...?"" questions. And that ending? UGH. I'm glad I'm not the only one who thinks that the ending was a huge WTF moment.<br /><br />There's nothing redeeming about this turd except for its beautiful animation. Everything looks realistic and beautiful, I love the gloomy and depressing look of everything. However, beauty can't save a good movie.<br /><br />While it's true that this movie is very pretty looking, pretty is as pretty does, and 9 does squat. I'm sure Burton fans will be flocking to the theatre to see this movie without a doubt, in fact with his and Bekmambetov's names being thrown around the promos, people will be flocking to the theatre to see this movie. I know I may be making a big deal out of nothing, but watching this movie made me realize how much I hate movies with unlikeable characters, nonexistent plot and just pure style over content. And this movie is one of those movies.",negative
"For those unfamiliar with Paddy Chayefsky, this is a very good introduction. While Chayefsky deals with the reality behind the myths of many things including medicine, this work is surprisingly prophetic of the way medicine is going today, two decades after the movie was made and over a decade after his death. Beyond that, some insights into Chayefsky's view of life in general are 'slipped into' the movie as well. The 20th Century may well turn out to be the first and last century of the United States in the History of the World. If it turns out that the contribution to the arts by the United States was in the dimension of the 'movie,' this is a prime example of that art.",positive
"The previous reviewer has said it exactly. I saw it once, was enchanted, saw it a second time when it was re-broadcast within a week or two of the first airing. I still remember some of the scenes. The setting is the opening of the 20th century, the war referred to in the title is World War I. One of the scenes was set in a women-only section of a public place, which was an interesting historical note. The moment when one of the women first touches the other is one of my all-time great movie moments. I don't think of this as a ""gay movie,"" it's an interesting and tender period love story, where the two principals happen to be women. I would love to see this movie again; I would buy this one if it ever came out on DVD.",positive
"(Spoilers galore) This is an absolutely awful film. First of all it has that guy from medium. I guess he's made a career out of playing super doting dads. It was OK the first time he tried to scare his son by pretending to be a monster...but then 10 minutes later they cloyingly did it again! And so it goes, this film moves in excruciating real time. At one point, I started imaging it was days later, until I was reminded that the story line was only at the next day...in the early afternoon still! I'm not really sure who this couple is supposed to be in real life. First of all they are presented as sort of a Manhattan yuppie couple who grew up and had a kid. But they drive an old blue Volvo. Those types stopped driving Volvos decades ago. Today they drive Priuses. But in 2002, I'm sure they still weren't driving Volvos.<br /><br />OK, then there's Wendigo. A ""mysterious Indian man"" gives the boy a little magic Wendigo statue and tells him of its powerful magic. C'mon...are we still doing ancient Indian mysteries. Just to drive it home, they pan across every Indian statue in their tourist trap upstate New York town. American Indians are portrayed in a manner not seen for decades in this film! Oh, and about Wendigo. He is not actually the cause of the horror. He doesn't kill the kid's dad which is the most horrible thing in the film...he's just killed by an ordinary hick with a grudge and a high powered rifle. The Wendigo only comes out late in the film to avenge the guy who killed the dad...oh, but wait, it seemed earlier that Wendigo was kind of mad at the dad, maybe because he killed a deer...so then Wendigo must have been happy that the dad was killed...but...<br /><br />And so it goes...insulting, boring and nonsensical. There is no reason to watch this film at all.",negative
"Its the best movie I have seen in 2000, it has the beautiful and talented Natalie Portman in it. It has a great storyline, cast and soundtrack. I enjoyed it very much. 10 out of 10",positive
"Wizards of the Lost Kingdom is a movie about a young prince (Simon) who is banished from his kingdom due to his father (the king) being killed by the cliche ""evil adviser"". This movie's about Simon's adventures. The special effects, plot, acting, and generally everything about this movie is BAD. However, it's so bad that it's funny. You will keep watching this movie simply because it's so bad it's funny, and, like the other reviewer of the movie said, it's so bad it's good.",positive
"I was really looking forward to this show given the quality of the actors and the fact that The Scott brothers were involved. Unfortunately my hopes were dashed! Yet again we are led to believe that the KGB are a group of inept morons who don't have a clue what they are doing. At one point there is a laughable scene where 4 KGB agents couldn't handle one CIA agent. I grow weary of these biased, one sided and completely inaccurate portrayals of the Spy game that went on during the cold war. I find it laughable that the US is incapable of making objective movies about their involvement in WW2 and beyond. Just like the pathetic U-571, where we are led to believe that the US obtained the Enigma machine, again, utterly false.<br /><br />To its credit, ""The Company"" is very well filmed and acted. The locales are also exceptionally well realised. Alfred Molina puts in a great performance as does Keaton (The conflict between them is very well done). I really wanted to like this show and no doubt I will end up watching the other 2 episodes but I really wish that US productions would stop trying to portray their Spies, servicemen etc as supermen who are vastly intellectually and physically superior to anyone else on the planet. It gets old fast and seriously detracts from the plausibility of what could have been a 10/10.<br /><br />S",negative
"I was surprised that I liked this movie. But it reminded me of a 2004 version of the first Friday the 13th. There were a number of cheesy elements, yet at the same time there were many cool ones. The story line was good--predictable if you have seen more than one or two horror movies, but full of one-liners to make it worthwhile. There are some memorable scenes worth watching. A few issues I had with the plot had to do with the continuity of the characters. For instance in the opening scene the scarecrows (which were humans on stakes, whose blood was drained to grow the crops), looked very real, but later in the film they looked more like fake scarecrows wearing blue colored masks. There were more than several gaps in the plot, and the acting was mediocre, but at least it sounded like how real people talk, unlike Hollywood movies where the dialogue is really fake sounding when you think about it. The culmination of the last scene, when the main character says ""I'm not a Baker, I'm a Connell!"" and lops the head off of the scarecrow is satisfying, as his friends have for the most part been killed off by these creatures at that point.",positive
"Certainly one of the most hilarious films of all time. Excellent original music, clever, heady...it's hard to be articulate about something this good. There isn't one character that you don't instantly love to watch- Myronex ""Putney, there's trouble in the black room!"" ""My name is Rufus."" The lines, thrown away left and right, are classics themselves, recalling Slapshot, Caddyshack, Anchorman, Repoman, Dolemite, any comedy whose dialog is not of the formulaic set-up punchline variety. ""Putney, Myronex called you tasteless!"" ""My organization is pro-integration..."" ""Where's Lopez? 'He's in my head'"" They don't sound brilliant until you hear them in the context of the scene. ...This movie will eat your brain, it's too good. I've read reviews calling this film racist, which couldn't be farther from the truth. Every scene is gold, from the Etherial Cereal commercial to the Brothers In the Black Room meeting to that haunting trumpet in the closing scene. One word - genius.",positive
"'Ned Kelly' is a wonderfully made Australian film honouring a true Australian hero. We are taken into the world of Ned, his best friend, Joe Byrne, and the other members of the Kelly Gang, as the film explains and perhaps justifies Ned's actions.<br /><br />There is an exceptional cast present, who all give stellar performances, which brings the film to life. (Great job, Heath!) Orlando Bloom was fantastic as Joe, playing the role of quiet, loyal ladiesman very well. I was swept up in the moment. For a moment I almost believed the Gang would win the battle at Glenrowan, alas, it was not to be.<br /><br />Some aspects of the film are fictional, and as an avid Ned Kelly fan (and supporter), was slightly disappointed by this. Perhaps also the film could've gone longer, to cover more of the Kelly Gang's/Ned's life - I felt not enough was covered.<br /><br />Regardless of a few flaws, this is a moving film, which stirs all sorts of emotions. (And hey, I'd assume this film would be better to watch rather than Mick Jagger trying to portray Ned...)",positive
"This particular Joe McDoakes short subject was obviously inspired by the all star Warner Brothers spectacular Thank Your Lucky Stars, one of those all star wartime morale boosters of the period. In that one Eddie Cantor played both himself and a would be comedian who'd like to break into films except for his resemblance to Cantor.<br /><br />George O'Hanlon who starred in the McDoakes shorts is both himself and McDoakes who's just trying to get a break in film. Like Thank Your Lucky Stars a few Warner Brothers contract players with a free moment strolled through this film.<br /><br />O'Hanlon's been sent by central casting for a small one line role in a World War I film, but lookalike McDoakes gets the message. The poor guy is so nervous about his big moment, he starts thinking of ways to deliver his one line. Maybe sounding like a real movie star would help.<br /><br />86 takes later to the exasperation of director Ralph Sanford and the patient Clyde Cook who plays a British cockney soldier they do find a niche in the film business for poor McDoakes. It's worth seeing this very funny short subject which was nominated for an Oscar to find out what happens to O'Hanlon/McDoakes.<br /><br />Both of them.",positive
"If you watch this movie you'll be quoting it and referring to it for a long time to come. It's been years since I saw Dolemite and I still quote it to this day. It's a true classic. It is so mind-numbingly awful that it makes a hilarious view. Every terrible line of dialogue is totally amazing. Every wobbly shot a work of art(?). And every punch and kick so woefully executed. You won't believe your eyes. It's all I can say. If I really get into how mesmerizing this movie is I won't be able to stop and I'll go way over the IMDb 1000-word limit.<br /><br />Please, please watch this movie. You'll be in hysterics. Either 1/10 or 10/10, depending on your sense of humor.",positive
"A solid B movie.<br /><br />I like Jake Weber. His understated delivery is refreshing in a time of over the top performances. I liked the relationship between the father and son. I liked the family dynamics. The Wendigo looks silly, but it is a representation of the kid's toy and the dead deer. It's an amalgamation like, see? This is a psychological story, not a Freddy slash em up instant gratification flick. Watch it and reflect on your inner child and what the movie might have to say to you and you'll be fine.<br /><br />Nice work.",positive
"This is the best Emma in existence in my opinion. Having seen the other version (1996) which is also good, and read the book, I think I can safely say with confidence that this is the true interpretation and is the most faithful to Jane Austen's masterpiece. The 1996 movie with G. Paltrow is good too, it's just that it's almost like a different story altogether. It's very light and fluffy, you don't see the darker edges of the characters and if you just want a pleasant movie, that one would do fine but the intricacies of some of the plot points, such as the Churchill/Fairfax entanglement is so much glossed over as to be virtually non-existent. But if you want the characters fleshed out a bit, more real and multidimensional, the 1996 TV version is the superior. Emma is a remarkable person, but she is flawed. Kate Beckinsale is masterful at showing the little quirks of the character. You see her look casually disgusted at some of the more simple conversation of Harriet Smith, yet she shows no remorse for having ruined Harriet's proposal until that action has the effect of ruining her own marital happiness at the ending. You see her narcissism and it mirrors Frank Churchill's in that they would do harm to others to achieve their own aims. For Emma, it was playing matchmaker and having a new friend to while away the time with after having suffered the loss of her governess to marriage. For Frank Churchill, it is securing the promise of the woman he loves while treating her and others abominably to keep the secret. In the book, she realizes all of this in a crushing awakening to all the blunders she has made. Both Kate Beckinsale and Gyneth Paltrow are convincing in their remorse but Paltrow's is more childlike and stagnant while Beckinsale's awakening is rather real and serious and you see the transition from child-like, selfish behavior to kind and thoughtful adult. Both versions are very good but I prefer this one.",positive
"I don't know where to begin. The cast is full of people who've never done anything before or since. Debralee Scott is listed on cover boxes, but does not appear in the movie at all. The writing is quite bad, even for college films. It's obviously very low budget, with one scene at the sorority house having extremely choppy editing.<br /><br />The characters are pretty typical for college films - timid guy, nerd, suave black guy, tough guys, guy with mustache, attractive girl, small town girl, etc. The featured teacher is about what's you'd expect... middle aged heavy set guy who gets sidetracked easily.<br /><br />If you wan't to see a college flick, stay clear from this one. It's so bad, it's not even funny.",negative
"As many of the other comments I have read have noted, I fell in love with this movie when I was a kid. My sister and I had a copy of the movie on Beta (before VHS) that we wore out. Of course it didn't help when our parents sold the BetaMax at a garage sale. Since then we have been trying to find a copy. I, like another commentator, did eventually locate a rental copy at a local video store. The owner would not part with the copy after any number of attempts to beg, bribe, and cry my way to owning the tape. GOOD NEWS! I bought a brand new, newly released, VHS copy of Midnight Madness for $9.99 on Amazon.com two days ago!!!! Finally, Disney has wizened up. Now, if they'll only rerelease Song of the South... If you love the movie, grab it. If you haven't seen the movie, it's worth a check - totally stupid humor but a lot of fun (Stephen Furst is hilarious).",positive
"""Gypsy"" is possibly the greatest musical ever written, so it's too bad that it's film version was such a disappointment. To make up for that, we have this re-make which, if not flawless, is an enjoyable and well done adaption of the musical. The script is completely accurate, all the songs included, and the staging remains close to the original Jerome Robbins' staging. Bette Midler is a deft choice for Rose, her singing and personality Merman-esquire, and her acting splendid. Peter Reigert is a fine Herby, if not a great singer, and Cynthia Gibb is a straight forward, natural Louise. In truth, a live taping of the 1989 revival with Tyne Daly might have been a better idea, if only because ""Gypsy"" is simply more exciting on stage, But this film is a fine translation of a great musical.",positive
"When one of the stars of a movie is named Sticky Fingaz, you should know enough to stay away. Stay away. HOUSE 2 is just more of the same, this time with zombies overrunning a college campus (man, how that must have saved on money). As usual, the ""zombies"" are given no direction so speak of, and provided very little makeup or costuming. They look like the zombies in one of those endless Italian zombie cheapies from years ago. Which is to say, they don't look like the kind of zombies we know and love from George Romero and Dan O'Bannon zombie flicks. The folks battling the zombies are all nonactors who get to shoot guns and do little else. Some who have written here feel the sequel is slightly more focused than the original. All I have to say is I'm glad the sequel's director did away with the 360-degree pan shots that helped to ruin the first movie. HOUSE 2 is still just more of the same, which means a lot of nothing happens for 80 or 90 minutes. There is one set piece, involving soldiers tussling with a zombie football team, that might at least have been funny. It's not.",negative
"The episodic version of Robert Heinlein's Starship Troopers plays out at a deathly slow pace, following Johnny Rico leaving his parents, the (not very attractive) girl he lusts for, and joining the mobile infantry. The aliens in the show are nothing like the barbaric bugs from the film, instead being squid-like monsters that shoot lasers out of their mouths.<br /><br />Throughout watching this version, I was continually amazed at just how fruity they've managed to make the whole thing. The show is concerned mostly with the relationships between the recruits, and the aching, prolonged gazes they give each other through their battle armour visors, with 80s synth pop sometimes arriving *during* the sparse battle sequences which at last turning up in the final few episodes. In terms of construction, it owes a debt to Top Gun, sharing much in terms of pacing and content (and all that implies).",negative
"Latest attempt to revive the series actually based on a pretty good idea but without the required gore fx/violence for this type of thriller - and thus... BORING!! Good special fx, sets, costumes, etc. but the film comes of just plain silly and a near-waste of time... hopefully the next installment will correct this problem.",negative
"I saw this version of Hamlet on television many years ago, and have seen every other version since, whether television or movie. However, this is the one that remains the truest depiction of the story for me. Most excellent Derek Jacobi made Hamlet *real* for me. Before I saw this version, Shakespeare was simply gibberish to me and I never tried to understand the Elizabethan English. Having seen Jacobi's Hamlet several times not only increased my knowledge of literature, but also that of my family. I promptly checked the play out of Library and read it, and poured over the accompanying recording. Jacobi's rendition attracted me to a deeper knowledge. And yet, I have been searing for a video of it for years and years to no avail. It gets a very high rating from viewers. Why, then, has it not been released on video? It's the only Hamlet that I'd invest in...",positive
"The third film in a cycle of incomparably brilliant Exploitation movies, and the third masterpiece in a row, ""Joshuu Sasori: Kemono-beya"" aka. ""Female Prisoner Scorpion: Beast Stable"" (aka. ""Sasori: Den Of The Beast"" where I live) of 1973 is a film that differs from its predecessors in some aspects, but that equals (or arguably even surpasses) them in brilliance. The entire original Sasori series with the wonderful Meiko Kaji stands out as the absolute highlight in WIP cinema, and all of the films, especially the first three, uniquely combine Exploitation and Art-house cinema like no other movie does. ""Beast Stable"" is the third, and second-to-last ""Sasori"" film with Meiko Kaji, the last one to be directed by genius director Shunya Ito and, in my opinion, the greatest of them all. The first film ""Joshuu 701-gô: Sasori"" of 1972 is an absolute masterpiece of Exploitation cinema and simply THE Definition of Exploitation-Art. In the equally brilliant first sequel, ""Joshuu Sasori: Dai-41 zakkyo-bô"" Ito added more surrealism and symbolism. The third ""Sasori"" film, ""Beast Stable"" keeps up the surrealism (allthough not quite to the same extent as the second), and features even more social criticism than its predecessors. Topics like poverty, forced prostitution and the exploitation of the poor are central themes of the movie. <br /><br />This third ""Sasori"" film is ingenious and sublime in all aspects and arguably the greatest of the, generally brilliant, cycle (to me it's this one, with the first one as a close second). Once again, ""Best Stable"" is both very artistic and very Exploitation-like. The visually stunning film features an enormous amount of brutal violence and sleaze again, as well as sequences of enormous surrealistic beauty. The stunningly beautiful Meiko Kaji is once again brilliant in her role of Nami Matsushima (aka. Sasori). I absolutely worship this wonderful actress, and I'm sure I'm not the only one to do so. The rest of the performances are also great, especially Mikio Narita is great as a police Inspector who is obsessed with catching Sasori. The musical score is the same throughout all three films, with ""Urami-Bushi"", sung by Meiko Kaji herself, as the main theme, which is great, since the score is, simply put, pure perfection. As its predecessors, ""Beast Stable"" is an absolutely brilliant masterpiece of Exploitation-Art that no serious lover of film can afford to miss. The entire Sasori-cycle ranges high on my personal all-time favorite list. ""Beast Stable"" is arguably the most brilliant masterpiece of them all! 10/10",positive
"A friend of mine decided to rent this thing, lucky it wasn't my money.. Pretty much wasted my time though. A story that could have been interesting is completely wasted by incredibly bad acting and horrible editing/directing. Maybe it could become a classic because of all the weird over-acting :)(Gary Busey's character for example) All the over-acted characters were actually the only thing that made this movie a little interesting as they grabbed your attention (for all the wrong reasons obviously) where the movie in itself failed miserably. In short: A waste of time and money<br /><br />2/10",negative
"This movie has the distinction of being the worst movie I have ever seen, and the only film I have ever given a 1 out of 10 on imdb as of yet. I was fooled into renting it because of the cool H.R. Giger cover art on the box. This cover art is the only thing the least bit good about this steaming pile of...<br /><br />It was about frat boys fighting ""freaks"" in a strange but not the least bit interesting post apocalyptic world where the cities are in ruins/chaos, but apparently the suburbs are still a safe and wonderful place for young men to haze other men into braindead frat organizations. The most uninspiring performances by boring characters, not so special effects, dreary, un-original scenery and just generally extremely poor quality in all production aspects make this lemon the all time loser on my list.<br /><br />FINAL RATING: 1/10 I wish I could give it a zero.<br /><br />Noob Aalox",negative
"A very tired looking Burt Reynolds plays a mercenary battling his former employers for some gizmo these non-heroes plan to sell to ""the Iranians."" Low-rent video nonsense by the producers of ""Silk Stalkings"" offers some decent action footage and a lot of ineptly staged ""drama""...a lack of logic and truly dreadful dialogue are the defining aspects, although the final twists and allegiance shifts could've been a nifty end to a better movie. Burt still has presence, although it also means you notice more when he mouths insultingly half-baked ""one-liners"".",negative
"Any Batman fan will know just how great the films are, they've been a major success. Batman Returns however is by far the best film in the series. A combination of excellent directing, brilliant acting and settings makes this worthy of watching on a night in.<br /><br />Tim Burton, who directed this movie, has specifically made sure that this film gives a realistic atmosphere and he's done a great job. Danny Devito (Penguin man) is a man who has inherited penguin characteristics as a baby, and grown up to become a hideous and ugly...thing! Michelle Pfiffer plays the sleek and very seducing 'Catwoman' after cats had given her there genes from being bitten. The result in both the character changes is excellent and both Catwoman and Penguin man play a very important role in this excellent film. The mysterious Catwoman is great fun to watch - her classic sayings and a funny part in which skips with her whip in a jewelry shop adds such fun to the film. Danny Devito also does well, his ability to impersonate some strange creature was vital, and he adds a great atmosphere to the film that takes us back to the dull sewers where he lives.<br /><br />You can't forget Batman though. Micheal Keaton once again pulls of a comfortable performance, and shows us a different side to Batman. His affection is let loose when he confronts Catwoman at the end of the film, and his meetings with her when she's a normal person, Selina Kyle, result in him being seduced badly in his own home. There's a clever part after this when they leave, and the film is full of great scenes. Its worth noting that Bruce Wayne's Bat mobile is not used as much as in the other Batman films, as close combat and story telling scenes make up this film.<br /><br />The winter setting is created perfectly in Gotham City with most of the scenes being set at night, and with the town being filled with snow. Therefore, if you watch this film during the summer like I have, it doesn't feel the same. Best watch it during the winter.<br /><br />Overall, its an amazing movie. All the credit goes to Tom Burton and the cast, they've done an incredible job.",positive
"If you haven't seen Eva Longoria from the TV show ""Desperate House Wives"" then you are missing out. Eva is going to be one of the biggest Latina stars and you'll be seeing her in the theaters soon. This was Eva's first film and she does a fantastic job acting. She was 24 when she shot it, and looked hot then. As for this low budget film, it's pretty good for the first time director, who has another soon to be released movie ""Juarez, Mexico"" currently playing at many film festivals across the United States. In fact, it appears that it may have a limited theatrical release from some news. What would be nice to see is a ""Snitch'2"" with a higher budget.",positive
"(WARNING: SPOILERS!)<br /><br />Five young people ignore the warnings of forest ranger George Kennedy and hike up to the misty Oregon mountains where they are stalked and butchered by a pair of huge, deformed, in-bred hillbilly twins. When only two are left, Warren and his girl Connie, they resort back to their animal instincts to stay alive. The film ends with Connie shoving half of her arm down one of the killers' throats, choking him to death. A very powerful, if somewhat overrated, backwoods slasher flick thats effective use of lighting, sound and photography make it a cut above the usual FRIDAY THE 13TH cash-in. Lead by an attractive, likeable cast, especially Deborah Benson (where is she now?) and Gregg Henry, this nifty companion piece to director Jeff Lieberman's SQUIRM (1976) and BLUE SUNSHINE (1977) shouldn't be missed.",positive
"Honestly, I was expecting to HATE this one, and really only checked it out because Jenna Jameson is in it...but I have to say I got a kick out of EVIL BREED. A group of college kids and their teacher go on a ""field trip"" to Ireland. Their lodgings are located near the woods where it is rumored that strange things happen and tourists often disappear without a trace. The group of post-teens is warned by the property's caretaker not to venture into the woods - but being the stupid B-movie characters that they are - of course they pay no attention and pay for their mistake one-by-one... First off, there is plenty wrong with EVIL BREED. The acting/dialog is pretty weak, and my major gripe is that a film that has Jenna Jameson, Chasey Lain, Ginger Lynn, and Taylor Hayes should have FAR more gratuitous nudity than was on display here - and Jenna's role in this production is grossly over-hyped, as she has a combined total of about 2 minutes of screen time. Even less with Chasey, and Ginger Lynn shows no skin and has the worst Irish accent ever. Also the last scene of the film makes absolutely no sense and feels like it's thrown in just to end the film. Those gripes aside - there is some good stuff as well. Richard Greico and Chasey Lain are both dispatched early on, with Greico's nude torso ending up on a roasting spit and Chasey's guts hanging out from being torn in half (though how she ends up this way isn't shown on-screen)...not bad for the first 5 minutes. The other kill scenes are pretty inventive, including Jenna's forced breast implant removal, a guy getting his colon pulled out through his ass, a knife through the face, and a few other notables. The implant and colon scenes also have uncut versions that are on the special features and it's a shame the producers made them chop 'em, so to speak. Also the film moves along at a pretty good clip once it gets moving so you don't really have too much time to be bored. The ""creature"" FX are also done competently which definitely helps. Overall, EVIL BREED was not NEARLY as bad as I expected. This one, along with SATAN'S LITTLE HELPER have ALMOST renewed my interest in American low-budget straight-to-video films. I usually steer clear of them as a whole, but these two have been decent enough to give me some faith. EVIL BREED is no masterpiece, but it is a decent way to blow 90 minutes - might not hurt to suck on a bottle of cheap bourbon while you're at it - I know I was, and I'm sure it didn't hurt the experience. 7.5/10",positive
"Walt Disney's CINDERELLA takes a story everybody's familiar with and embellishes it with humor and suspense, while retaining the tale's essential charm. Disney's artists provide the film with an appealing storybook look that emanates delectable fairy tale atmosphere. It is beautifully, if conventionally, animated; the highlight being the captivating scene where the Fairy Godmother transforms a pumpkin into a majestic coach and Cinderella's rags to a gorgeous gown. Mack David, Al Hoffman, and Jerry Livingston provide lovely songs like ""A Dream Is a Wish Your Heart Makes"" and ""Bibbidi-Bobbidi-Boo"" that enhance both the scenario and the characters.<br /><br />Even though CINDERELLA's story is predictable, it provides such thrilling melodrama that one shares the concerns and anxieties of the titular heroine and her animal friends. Both the wicked stepmother and her dreadful cat Lucifer present a formidable menace that threatens the dreams and aspirations of Cinderella and the mice. It is this menace that provides the story with a strong conflict that holds the viewers' interest. The film's suspense, however, is nicely balanced by a serene sweetness, especially in the musical numbers. It is in these segments that reveal the appealing personalities of Cinderella and her friends, moving the viewers to care for them. Overall, Walt Disney's CINDERELLA is wonderful family entertainment that has held up remarkably well after half a century.",positive
"I rented it because the second segment traumatized me as a little kid. I snuck downstairs really early one morning, started watching HBO, and The Raft (segment 2) terrorized me good. This time around, I still enjoyed The Raft, although I couldn't tell whether it was for nostalgic reasons or if it was actually a good short. The other two segments were complete trash. I can't believe a producer somewhere payed to make this junk. All I've accomplished by watching this was to ruin one more childhood memory. Creepshow 2 will now join Rad among my list of tainted childhood classics. 4/10",negative
"What begins as a fairly clever farce about a somewhat shady security monitoring company turns, almost instantaneously, into an uninteresting and completely inane murder mystery. David Arquette and the great Stanley Tucci try mightily to make this train wreck watchable, but some things are just not humanly possible.<br /><br />What, for instance, causes Gale to turn suddenly from a sweet motherly figure into a drunken shrew at Tommy's parents house? Why would Heinrich, although admittedly a sleezebag, want to destroy the business to which he devotes his life, by robbing and possibly murdering his customers? Why does the seemingly sensible Tommy believe that Heinrich could be a murderer (based almost entirely on a dream), and even if that were believable, why wouldn't he go to the police? And why didn't Gale activate the alarm when she got home, especially after scolding Howie about it being off? Of course, all of these events are necessary for the plot (and I use the term very, very loosely) to unfold. And it might be forgivable if it resulted in even the slightest bit of comedy. But everything, from Howie's description of his date rape, to the coroner's misidentification of Gale, to the final ""joke"" about Gale and Howie still being dead, is more tasteless and pathetic than anything else.<br /><br />I checked the box indicating that my comments contained ""spoilers"", but there's nothing more I or anyone else could do to spoil this thing that already stinks to high heaven.",negative
"I have to say that Grand Canyon is one of the most affecting films I've ever seen. I've watched it several times now and I still feel as I did the first time; that this film, by itself, could make up the entire curriculum of a post-graduate course in film direction. <br /><br />A long time ago film trailers used to promise, ""It'll make you laugh, it'll make you cry."" That's a very trite and shorthand method of describing what Grand Canyon does. It takes you to the best places in human experience and the next moment takes you to the gates of hell. <br /><br />Much of the film is paced to cycle back and forth between people being close to happiness and the same people being close to horror. It's always a short step, too. Just to manage that swing with grace and without making it look false or exaggerated is directorial genius.<br /><br />Spoiler (of sorts) coming up. After getting the audience used to rocking back and forth through the emotional spectrum, the film throws a curve with a sequence that doesn't go from good to bad and back but instead escalates from an ordinary marital spat, through an accidental self-inflicted knife wound that may or may not require stitches, to an earthquake that has the characters run from the house. In the moment of their relief, argument forgotten, cut finger forgotten, the earthquake survived, a neighbor woman calls out that her elderly husband has collapsed. The couple rushes to his aid. I cried when I saw this sequence. I cried every time I saw it. I'm crying now. It isn't sadness that does this to me. It's not a particularly sad sequence. What tears me up is that this few minutes of film was PERFECT. That's PERFECT! Astounding. (end of spoiler)<br /><br />There's so much to say about Grand Canyon. It portrays relatively ordinary people experiencing epiphanies and it lets the viewer experience them vicariously. They aren't showy or overblown and there's no long pause to examine the moment carefully. The film moves on at the pace of life. Even when the characters do try to make sense of what has happened, they are uncertain of what to derive from their experience. <br /><br />Grand Canyon is a very human film.",positive
